YEAR,TEAM ID,TEAM,CONF,SEED,ROUND,W,L,win_pct,KADJ EM,KADJ O,KADJ D,BARTHAG,BADJ EM,3PT%,3PTR,3PT%D,3PTRD,EFG%,EFG%D,2PT%,2PT%D,2PTR,2PTRD,KADJ T,TALENT,EXP,WAB,ELITE SOS,THREES FG%,THREES SHARE,THREES FG%D,THREES D SHARE,CLOSE TWOS FG%,CLOSE TWOS SHARE,FARTHER TWOS FG%,FARTHER TWOS SHARE,DUNKS FG%,DUNKS SHARE,tournament_round,made_tournament,reached_s16,has_shot_splits,three_rate_category,three_pct_category,three_pct_net,three_rate_net,three_value,K TEMPO,FT%,FTR,PPPO,GAMES,3PA,3PM
2012,55,Florida,SEC,7,8,23,10,69.69697,20.2909,120.271,99.98,0.914,22.4,39.0,44.4,35.6,31.8,54.7,49.0,51.7,46.9,55.6,68.2,63.4917,83.164,1.452,3.1,29.274,38.0,44.6,34.2,32.0,65.8,29.7,38.3,25.7,96.1,8.7,5,0,1,1,High (Q4),High (Q4),3.3999999999999986,12.599999999999998,51.948,66.0152,71.2,33.0,1.159,33,844,329
2012,58,Florida St.,ACC,3,32,24,9,72.72727,17.9858,107.767,89.7815,0.899,18.4,35.3,31.6,30.5,36.9,51.4,43.7,50.7,42.5,68.4,63.1,66.0495,71.293,2.356,4.3,28.697,35.4,31.8,30.9,36.4,58.9,39.8,38.5,28.4,93.0,9.8,3,0,0,1,Low (Q1),Mid-Low (Q2),4.799999999999997,-5.299999999999997,33.4644,68.4428,70.3,35.2,1.024,33,573,202
2012,64,Georgetown,BE,3,32,22,8,73.33333,20.3352,109.993,89.6577,0.917,20.8,34.3,30.1,26.6,32.5,51.0,42.9,50.8,44.3,69.9,67.5,61.6397,86.738,1.411,4.7,30.075,34.4,30.5,27.7,32.9,63.8,37.7,36.4,31.7,86.2,5.0,3,0,0,1,Low (Q1),Mid-Low (Q2),7.699999999999996,-2.3999999999999986,30.972899999999996,64.3565,69.6,39.4,1.063,30,477,164
2012,68,Gonzaga,WCC,7,32,25,6,80.64516,17.0149,111.604,94.5893,0.862,16.3,37.6,32.3,31.2,33.8,53.4,46.6,51.9,46.5,67.7,66.2,64.3904,40.784,1.347,2.1,16.61,37.9,32.6,31.1,34.1,67.3,31.9,38.0,35.5,90.9,5.6,3,0,0,1,Mid-Low (Q2),High (Q4),6.400000000000002,-1.5,36.4344,67.572,71.5,47.0,1.104,31,532,200
2012,73,Harvard,Ivy,12,64,25,4,86.2069,14.756,108.398,93.6424,0.839,14.3,35.5,34.4,33.6,26.8,52.5,44.9,52.2,42.9,65.6,73.2,59.748,22.898,1.721,2.2,13.314,35.6,34.7,34.1,27.1,62.9,39.9,35.2,25.4,93.7,6.7,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),1.8999999999999986,7.599999999999998,36.635999999999996,61.5334,75.0,42.7,1.068,29,478,170
2012,79,Indiana,B10,4,16,25,8,75.75758,22.5388,119.547,97.0081,0.918,22.6,43.3,27.7,34.9,31.7,54.7,47.7,50.8,45.5,72.3,68.3,66.0427,76.334,1.608,5.9,30.826,43.1,27.5,34.9,31.6,61.7,40.2,38.9,32.3,91.1,8.8,4,0,1,1,Low (Q1),High (Q4),8.399999999999999,-4.0,35.98229999999999,67.772,76.2,46.6,1.155,33,494,214
2012,81,Iona,MAAC,14,68,25,7,78.125,12.3492,115.979,103.63,0.773,11.5,39.3,32.1,35.4,34.2,56.7,51.1,55.7,50.0,67.9,65.8,69.0723,17.057,2.387,0.0,13.603,38.7,32.3,35.4,34.1,62.3,45.4,42.3,22.3,91.3,5.0,1,1,0,1,Mid-Low (Q2),High (Q4),3.8999999999999986,-2.1000000000000014,37.8459,71.6885,71.6,31.0,1.157,32,628,247
2012,83,Iowa St.,B12,8,32,22,10,68.75,16.4561,112.844,96.3879,0.855,15.9,38.0,42.2,29.8,31.7,52.9,48.3,50.0,49.9,57.8,68.3,65.1229,63.108,1.884,2.0,26.236,37.3,41.6,30.6,31.9,69.4,27.0,33.9,31.4,91.4,7.4,3,0,0,1,High (Q4),High (Q4),8.2,10.500000000000004,48.108000000000004,68.0371,67.9,38.7,1.082,32,753,286
2012,86,Kansas,B12,2,2,27,6,81.81818,26.918,116.066,89.1479,0.954,26.6,35.8,30.5,34.7,32.2,54.0,43.9,54.1,40.0,69.5,67.8,65.9779,72.255,2.178,8.3,30.956,34.4,29.5,33.8,32.0,64.3,38.8,38.6,31.7,87.9,12.7,7,0,1,1,Low (Q1),Mid-High (Q3),1.0999999999999943,-1.7000000000000028,32.757,68.0938,69.6,41.1,1.108,33,556,199
2012,87,Kansas St.,B12,8,32,21,10,67.74194,18.2953,109.953,91.6575,0.869,16.4,34.2,29.7,31.8,31.3,49.3,45.8,48.5,44.9,70.3,68.7,65.8239,47.44,1.432,2.2,27.769,33.5,29.5,32.5,31.3,65.1,27.1,37.7,43.3,82.8,4.9,3,0,0,1,Low (Q1),Mid-Low (Q2),2.400000000000002,-1.6000000000000014,30.4722,68.0309,66.6,42.9,1.051,31,518,177
2012,90,Kentucky,SEC,1,1,32,2,94.11765,31.7277,120.566,88.8382,0.97,31.2,37.1,27.3,32.1,30.0,53.4,41.6,52.5,38.8,72.7,70.0,64.0843,95.267,0.776,11.3,27.605,37.8,26.5,31.8,29.0,71.0,35.9,35.2,37.6,95.8,13.0,8,0,1,1,Low (Q1),Mid-High (Q3),5.0,-2.6999999999999993,30.384900000000005,66.7066,72.0,40.0,1.163,34,531,197
2012,93,Lamar,Slnd,16,68,21,11,65.625,7.476,107.54,100.064,0.619,4.3,33.2,21.7,34.0,25.9,46.5,46.7,45.6,45.2,78.3,74.1,65.5439,0.87,2.624,-4.3,15.047,33.1,21.7,34.1,25.8,57.3,36.8,34.6,41.6,86.1,4.7,1,1,0,1,Low (Q1),Low (Q1),-0.7999999999999972,-4.199999999999999,21.613200000000003,69.1534,72.4,41.2,1.055,32,412,137
2012,94,Lehigh,Pat,15,32,25,7,78.125,8.90823,108.606,99.6982,0.708,7.9,35.5,36.1,33.3,32.2,50.9,47.1,49.7,45.7,63.9,67.8,67.0402,4.923,1.814,-1.3,12.009,34.7,36.0,33.2,32.5,59.2,35.7,37.0,28.3,91.8,4.8,3,0,0,1,Mid-High (Q3),Mid-Low (Q2),2.200000000000003,3.8999999999999986,38.4465,69.1359,77.4,37.4,1.099,32,671,238
2012,98,LIU Brooklyn,NEC,16,64,25,8,75.75758,0.542871,108.1,107.557,0.532,1.2,36.8,31.2,32.8,28.0,53.3,49.1,52.3,49.0,68.8,72.0,72.7955,11.914,1.971,-2.6,9.99,37.1,31.3,32.8,27.6,60.7,45.9,35.0,22.9,92.8,5.2,2,1,0,1,Low (Q1),Mid-High (Q3),4.0,3.1999999999999993,34.4448,75.8136,73.1,49.8,1.089,33,594,219
2012,99,Long Beach St.,BW,12,64,23,8,74.19355,15.6363,111.581,95.9447,0.804,12.5,35.8,33.6,34.2,31.8,52.6,47.4,52.0,45.7,66.4,68.2,65.5618,9.819,2.443,0.9,20.418,35.5,33.3,34.1,32.1,67.2,29.5,39.7,37.2,93.7,6.7,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),1.5999999999999943,1.8000000000000007,36.0864,67.964,67.1,43.4,1.089,31,574,205
2012,102,Louisville,BE,4,4,26,9,74.28571,18.8157,105.207,86.3916,0.897,17.8,31.1,33.2,30.8,32.0,47.6,42.9,48.1,41.3,66.8,68.0,65.9921,73.332,1.735,5.6,29.249,31.8,32.1,30.3,32.2,63.1,34.6,30.6,33.3,87.4,9.8,6,0,1,1,Mid-Low (Q2),Low (Q1),0.3000000000000007,1.2000000000000028,30.975600000000007,68.2541,68.6,37.0,1.006,35,662,206
2012,104,Loyola MD,MAAC,15,64,24,8,75.0,3.6774,103.745,100.068,0.593,3.3,34.0,27.3,36.1,27.1,47.4,47.7,46.0,45.3,72.7,72.9,62.6291,20.388,1.681,-1.5,13.469,33.9,27.3,36.1,27.0,55.3,44.3,31.0,28.4,90.1,6.3,2,1,0,1,Low (Q1),Mid-Low (Q2),-2.1000000000000014,0.1999999999999993,27.846000000000004,65.8117,71.8,43.0,1.038,32,475,162
2012,107,Marquette,BE,3,16,25,7,78.125,19.3365,112.422,93.0852,0.897,19.0,33.7,29.2,32.1,32.3,50.8,45.8,51.0,44.7,70.8,67.7,69.187,52.745,1.646,6.2,28.97,33.7,29.3,31.6,32.6,62.9,40.9,32.3,29.7,81.3,5.6,4,0,1,1,Low (Q1),Low (Q1),1.6000000000000014,-3.099999999999998,29.5212,71.3551,72.1,41.5,1.077,32,546,184
2012,111,Memphis,CUSA,8,64,26,8,76.47059,22.5554,114.7,92.1444,0.91,20.5,36.9,26.9,31.0,31.1,54.4,43.3,54.0,41.8,73.1,68.9,66.8618,80.817,1.304,3.0,21.423,36.2,26.9,31.2,31.0,67.5,40.3,37.2,32.8,86.0,12.8,2,1,0,1,Low (Q1),Mid-High (Q3),5.899999999999999,-4.200000000000003,29.778299999999994,68.2042,72.0,41.6,1.107,34,498,184
2012,114,Michigan,B10,4,64,23,9,71.875,18.1066,113.975,95.8679,0.885,18.4,35.3,44.2,35.0,33.1,53.6,48.8,54.2,46.9,55.8,66.9,59.5682,59.445,1.652,6.4,35.211,35.1,44.2,35.1,33.2,70.3,24.6,41.2,31.2,95.2,4.4,2,1,0,1,High (Q4),Mid-Low (Q2),0.29999999999999716,11.100000000000001,46.80779999999999,61.8189,72.2,28.9,1.076,32,735,259
2012,115,Michigan St.,B10,1,16,27,7,79.41176,28.8179,115.088,86.2697,0.953,26.0,36.5,27.8,29.2,35.6,52.7,43.0,51.9,42.6,72.2,64.4,63.9032,67.935,1.672,8.7,34.349,36.0,27.6,29.9,36.1,62.2,41.2,38.9,31.2,92.9,5.8,4,0,1,1,Low (Q1),Mid-High (Q3),7.300000000000001,-7.800000000000001,30.441000000000003,66.0777,69.8,39.0,1.101,34,519,189
2012,121,Mississippi Valley St.,SWAC,16,68,21,12,63.63636,-6.3745,98.6794,105.054,0.256,-9.3,32.8,38.4,38.8,33.3,46.5,50.2,44.8,46.1,61.6,66.7,67.9152,5.127,2.515,-4.9,15.977,32.4,38.4,38.1,33.0,56.0,36.2,29.2,25.4,78.4,7.1,1,1,0,1,Mid-High (Q3),Low (Q1),-6.0,5.100000000000001,37.785599999999995,70.4544,65.0,34.9,0.978,33,755,248
2012,122,Missouri,B12,2,64,30,4,88.23529,26.6802,124.486,97.8055,0.946,27.4,39.5,37.5,36.2,30.8,57.8,49.7,56.9,47.6,62.5,69.2,64.7708,56.368,2.486,8.8,26.073,39.8,37.9,36.8,30.9,68.0,38.9,38.4,23.2,90.9,4.6,2,1,0,1,Mid-High (Q3),High (Q4),3.299999999999997,6.699999999999999,44.4375,67.0094,76.6,37.7,1.205,34,713,282
2012,123,Montana,BSky,13,64,23,6,79.31034,7.87347,103.543,95.6693,0.675,6.2,38.3,31.6,32.4,29.1,52.9,44.9,50.8,43.3,68.4,70.9,63.555,24.191,1.995,-1.7,8.906,38.2,31.2,33.3,29.4,58.8,37.8,40.0,31.0,100.0,2.2,2,1,0,1,Low (Q1),High (Q4),5.899999999999999,2.5,36.3084,66.8655,72.0,39.8,1.066,29,486,186
2012,128,Murray St.,OVC,6,32,27,1,96.42857,15.069,110.21,95.1414,0.819,13.3,40.7,35.2,29.5,27.1,54.7,46.1,51.3,46.7,64.8,72.9,64.2846,4.462,2.203,3.8,10.654,39.5,35.1,29.2,27.2,60.5,37.8,36.5,27.1,89.7,6.7,3,0,0,1,Mid-Low (Q2),High (Q4),11.200000000000003,8.100000000000001,42.979200000000006,66.7636,72.8,46.4,1.112,28,511,208
2012,131,New Mexico,MWC,5,32,26,6,81.25,19.9522,110.405,90.4523,0.903,19.2,38.5,36.9,30.9,36.5,52.9,44.1,50.1,42.8,63.1,63.5,65.0743,42.692,1.64,2.9,17.632,37.8,37.1,31.1,36.0,64.3,31.8,36.4,31.2,88.5,8.3,3,0,0,1,Mid-High (Q3),High (Q4),7.600000000000001,0.3999999999999986,42.6195,67.1573,71.3,39.3,1.089,32,645,248
2012,132,New Mexico St.,WAC,13,64,24,9,72.72727,11.6518,109.141,97.4887,0.728,8.7,32.8,24.6,32.0,31.6,50.7,47.8,51.3,47.7,75.4,68.4,69.1013,16.361,1.98,-2.0,13.259,32.7,24.7,32.5,31.3,66.1,41.5,33.7,33.8,94.9,8.1,2,1,0,1,Low (Q1),Low (Q1),0.7999999999999972,-7.0,24.2064,71.3124,66.4,52.8,1.091,33,463,152
2012,134,Norfolk St.,MEAC,15,32,24,8,75.0,-2.44646,99.5279,101.974,0.439,-2.1,31.4,31.4,30.5,32.0,49.7,45.4,50.9,45.3,68.6,68.0,66.0683,2.297,2.318,-2.8,10.649,31.5,31.6,31.3,33.2,60.8,37.0,38.3,31.4,91.9,4.9,3,0,0,1,Low (Q1),Low (Q1),0.8999999999999986,-0.6000000000000014,29.578799999999998,69.1819,65.7,43.7,1.005,32,545,171
2012,135,North Carolina,ACC,1,8,29,5,85.29412,26.2727,117.11,90.8369,0.95,26.2,34.0,22.9,31.9,35.9,50.0,45.1,49.6,43.5,77.1,64.1,70.0151,91.131,1.384,8.4,27.923,33.4,23.5,31.9,35.5,69.1,22.0,41.9,54.6,96.0,9.2,5,0,1,1,Low (Q1),Mid-Low (Q2),2.1000000000000014,-13.0,23.357999999999997,73.5882,68.2,38.1,1.126,34,512,174
2012,138,North Carolina St.,ACC,11,16,22,12,64.70588,13.1406,111.847,98.7065,0.833,14.5,35.5,26.1,33.8,33.0,50.9,47.4,50.1,45.7,73.9,67.0,66.3856,66.243,1.875,0.5,25.85,35.5,26.1,33.2,33.2,64.2,37.9,33.9,36.0,93.1,8.3,4,0,1,1,Low (Q1),Mid-Low (Q2),1.7000000000000028,-6.899999999999999,27.7965,68.5876,70.8,36.0,1.077,34,515,183
2012,149,Notre Dame,BE,7,64,22,11,66.66667,14.2112,110.251,96.0393,0.789,11.7,32.9,36.8,31.0,28.1,49.2,45.5,49.1,45.1,63.2,71.9,59.5561,73.672,1.48,2.3,28.605,33.2,37.0,31.4,28.0,62.8,34.4,33.3,28.7,91.5,4.1,2,1,0,1,Mid-High (Q3),Low (Q1),1.8999999999999986,8.699999999999996,36.3216,62.497,70.8,37.9,1.062,33,644,212
2012,151,Ohio,MAC,13,16,26,7,78.78788,10.7829,105.736,94.9527,0.779,10.8,33.3,38.1,30.3,35.5,49.0,47.2,48.4,48.2,61.9,64.5,65.5881,37.553,1.474,0.3,13.978,34.0,38.4,30.0,35.5,59.4,36.4,30.9,25.2,84.0,6.0,4,0,1,1,Mid-High (Q3),Low (Q1),2.9999999999999964,2.6000000000000014,38.061899999999994,67.6514,68.1,36.6,1.043,33,722,240
2012,152,Ohio St.,B10,2,4,27,7,79.41176,29.9016,117.705,87.8032,0.97,30.0,32.6,26.1,32.2,35.5,52.5,46.3,53.8,45.3,73.9,64.5,65.7505,87.821,1.254,7.9,31.751,33.4,26.9,32.5,35.0,68.6,32.0,40.6,41.1,95.6,5.6,6,0,1,1,Low (Q1),Low (Q1),0.3999999999999986,-9.399999999999999,25.525800000000004,67.2467,69.8,37.0,1.121,34,511,167
2012,167,Purdue,B10,10,32,21,12,63.63636,15.9933,116.142,100.148,0.863,17.0,37.7,37.6,35.6,33.2,51.2,50.5,47.9,49.1,62.4,66.8,63.7048,75.327,1.954,1.9,30.358,37.7,37.3,34.4,33.5,57.2,15.2,44.8,47.5,92.9,1.1,3,0,0,1,Mid-High (Q3),High (Q4),2.1000000000000014,4.399999999999999,42.525600000000004,65.5121,65.2,34.1,1.117,33,729,275
2012,174,Saint Louis,A10,9,32,24,7,77.41935,20.5785,111.629,91.0501,0.922,21.4,36.9,36.3,32.1,25.6,52.1,44.9,50.2,43.8,63.7,74.4,61.301,30.227,1.765,2.8,20.497,36.6,36.5,31.6,25.6,59.2,37.6,36.7,25.9,82.1,2.5,3,0,0,1,Mid-High (Q3),Mid-High (Q3),4.799999999999997,10.699999999999996,40.184099999999994,63.9496,71.5,35.1,1.091,31,607,224
2012,175,Saint Mary's,WCC,7,64,25,5,83.33333,15.5262,114.424,98.8981,0.828,14.3,34.4,38.5,36.8,26.8,53.6,48.4,54.7,45.9,61.5,73.2,62.3728,20.933,1.808,2.8,17.195,33.7,38.5,36.6,26.8,67.3,33.1,40.4,28.4,87.5,4.6,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),-2.3999999999999986,11.7,39.732,64.9577,72.9,39.6,1.14,30,629,216
2012,179,San Diego St.,MWC,6,64,24,7,77.41935,12.4935,107.254,94.7608,0.775,10.7,33.7,29.7,33.7,36.1,50.3,46.6,50.2,44.4,70.3,63.9,65.1097,30.659,1.85,2.9,21.466,33.9,29.9,33.7,35.5,70.5,26.9,36.8,43.2,94.3,4.2,2,1,0,1,Low (Q1),Low (Q1),0.0,-6.400000000000002,30.0267,67.4402,70.2,36.2,1.041,31,513,173
2012,186,South Dakota St.,Sum,14,64,25,7,78.125,11.7129,113.756,102.043,0.767,11.0,39.3,37.1,32.4,31.5,53.8,49.9,50.7,50.5,62.9,68.5,64.332,5.666,1.476,-0.6,12.437,39.0,37.8,32.6,31.7,61.3,32.8,39.1,29.5,83.3,1.6,2,1,0,1,Mid-High (Q3),High (Q4),6.899999999999999,5.600000000000001,43.740899999999996,66.7707,73.0,39.9,1.145,32,664,261
2012,187,South Florida,BE,12,32,19,13,59.375,11.4773,102.792,91.3144,0.779,10.5,31.1,30.3,30.6,32.4,48.2,44.3,48.9,43.5,69.7,67.6,57.9277,31.296,1.906,0.1,28.86,31.2,30.5,30.7,32.3,62.6,35.5,34.8,34.0,87.8,7.6,3,0,0,1,Low (Q1),Low (Q1),0.5,-2.099999999999998,28.269900000000003,60.3688,71.0,34.2,0.978,32,474,147
2012,190,Southern Miss,CUSA,9,64,23,8,74.19355,11.2651,111.225,99.9599,0.78,11.5,35.5,30.0,36.1,30.2,46.3,50.4,43.3,48.8,70.0,69.8,63.0961,18.502,2.148,1.2,18.877,35.5,30.3,35.6,30.2,48.0,29.4,39.6,40.3,90.4,4.0,2,1,0,1,Low (Q1),Mid-Low (Q2),-0.6000000000000014,-0.1999999999999993,31.95,65.0437,73.7,40.2,1.072,31,531,189
2012,191,St. Bonaventure,A10,14,64,20,11,64.51613,11.5887,110.138,98.5497,0.807,12.7,34.1,30.1,32.4,32.9,51.0,46.9,50.9,46.1,69.9,67.1,62.409,4.592,1.832,-1.1,21.028,34.5,30.1,32.6,32.8,63.4,35.4,37.0,34.5,92.5,6.8,2,1,0,1,Low (Q1),Mid-Low (Q2),1.7000000000000028,-2.799999999999997,30.7923,65.5378,76.0,42.8,1.073,31,488,166
2012,196,Syracuse,BE,1,8,31,2,93.93939,25.5085,116.026,90.5173,0.945,25.3,34.5,31.3,30.6,36.1,51.9,44.0,52.0,42.9,68.7,63.9,64.1527,80.128,1.699,10.9,26.368,34.9,31.0,31.5,36.2,68.4,35.8,34.2,33.2,87.1,13.0,5,0,1,1,Low (Q1),Mid-Low (Q2),3.8999999999999986,-4.800000000000001,32.3955,66.6904,69.1,31.8,1.132,33,620,214
2012,198,Temple,A10,5,64,23,7,76.66667,15.5352,114.086,98.5508,0.864,16.8,39.9,31.2,33.7,28.6,53.2,48.6,50.3,47.8,68.8,71.4,65.2739,25.26,2.119,4.2,24.848,39.4,31.1,34.1,28.7,62.5,36.0,36.5,32.9,95.0,4.9,2,1,0,1,Low (Q1),High (Q4),6.199999999999996,2.599999999999998,37.346399999999996,68.5678,71.9,34.3,1.092,30,535,213
2012,200,Texas,B12,11,64,20,13,60.60606,16.5122,113.26,96.748,0.837,14.7,32.7,31.1,35.3,30.8,48.7,46.9,48.6,44.2,68.9,69.2,64.1535,83.811,0.977,0.9,30.593,32.8,31.2,34.8,30.7,60.8,32.7,36.8,36.1,89.5,5.7,2,1,0,1,Low (Q1),Low (Q1),-2.5999999999999943,0.3000000000000007,30.509100000000004,67.6226,73.1,43.1,1.086,33,585,191
2012,214,UNC Asheville,BSth,16,64,21,9,70.0,4.96548,109.605,104.64,0.576,2.8,34.8,33.5,35.4,34.5,52.7,51.4,52.9,50.4,66.5,65.5,67.7396,4.116,2.42,-3.3,12.309,35.0,33.8,34.9,34.7,64.5,40.7,34.0,25.4,93.5,4.1,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),-0.6000000000000014,-1.0,34.974,70.6746,77.2,48.5,1.114,30,554,193
2012,217,UNLV,MWC,6,64,24,8,75.0,16.0655,109.975,93.9097,0.875,17.0,37.3,38.5,33.1,33.0,53.2,46.1,51.6,44.4,61.5,67.0,67.7911,64.975,2.209,2.8,23.486,36.7,38.9,33.6,32.8,64.2,33.3,35.7,27.8,92.4,10.1,2,1,0,1,Mid-High (Q3),Mid-High (Q3),4.199999999999996,5.5,43.0815,69.7249,68.4,35.8,1.08,32,709,264
2012,225,Vanderbilt,SEC,5,32,24,10,70.58824,20.3275,114.775,94.4476,0.914,21.2,38.9,41.3,30.7,31.4,54.0,46.6,50.8,46.9,58.7,68.6,63.9958,85.14,2.215,4.0,29.822,38.8,41.2,30.9,32.5,66.4,33.4,31.2,25.4,95.9,8.7,3,0,0,1,High (Q4),High (Q4),8.2,9.899999999999999,48.19709999999999,66.4462,69.8,39.6,1.096,34,754,293
2012,226,VCU,CAA,12,32,28,6,82.35294,12.6331,107.166,94.5327,0.82,13.1,33.7,38.8,31.8,30.4,47.6,47.1,45.6,46.9,61.2,69.6,64.298,36.77,1.398,2.2,15.249,33.4,39.3,32.1,30.2,56.5,32.6,34.0,28.2,87.7,5.3,3,0,0,1,Mid-High (Q3),Low (Q1),1.9000000000000021,8.399999999999999,39.2268,65.7543,68.9,37.3,1.042,34,748,252
2012,227,Vermont,AE,16,64,23,11,67.64706,4.2234,104.447,100.224,0.571,2.5,34.6,29.5,31.9,31.6,49.4,45.8,48.4,44.9,70.5,68.4,61.3192,8.069,1.394,-5.5,10.413,34.0,29.3,31.7,31.2,56.7,40.8,37.5,29.9,86.4,1.6,2,1,0,1,Low (Q1),Mid-Low (Q2),2.700000000000003,-2.1000000000000014,30.621000000000002,63.736,74.2,37.9,1.054,34,531,184
2012,229,Virginia,ACC,10,64,22,9,70.96774,17.3633,106.186,88.8224,0.882,16.7,33.7,29.5,29.5,32.0,50.9,44.3,51.1,44.3,70.5,68.0,58.3843,59.204,1.701,2.0,24.63,33.0,29.8,28.9,32.4,62.0,33.1,41.5,37.1,90.7,3.9,2,1,0,1,Low (Q1),Low (Q1),4.200000000000003,-2.5,29.8245,61.5961,72.4,35.8,1.029,31,454,153
2012,235,West Virginia,BE,10,64,19,13,59.375,14.5249,111.599,97.0738,0.848,15.4,30.2,30.3,31.7,30.4,48.7,49.4,50.1,50.2,69.7,69.6,63.2691,65.605,1.421,-0.1,27.223,29.8,30.5,32.3,30.5,62.0,36.9,36.2,32.7,86.5,2.8,2,1,0,1,Low (Q1),Low (Q1),-1.5,-0.09999999999999787,27.4518,65.9309,67.1,38.1,1.073,32,558,169
2012,236,Western Kentucky,SB,16,64,15,18,45.45455,-2.83435,98.1875,101.022,0.41,-3.1,30.8,33.2,33.3,25.7,44.8,47.4,44.1,46.5,66.8,74.3,66.9018,33.406,0.852,-10.3,14.83,30.6,32.7,32.6,25.8,57.3,30.5,32.5,36.8,70.0,3.0,2,1,0,1,Mid-Low (Q2),Low (Q1),-2.4999999999999964,7.5000000000000036,30.676800000000004,68.8829,69.3,40.3,0.949,33,609,188
2012,238,Wichita St.,MVC,5,64,26,5,83.87097,23.2362,116.963,93.7271,0.93,23.3,37.0,33.1,31.4,32.4,54.2,44.7,53.5,43.5,66.9,67.6,65.0878,13.827,2.468,4.4,19.263,36.9,32.9,31.3,32.4,67.2,34.3,38.2,32.8,88.1,4.8,2,1,0,1,Mid-Low (Q2),Mid-High (Q3),5.600000000000001,0.7000000000000028,36.741,67.6434,75.3,35.2,1.135,31,584,216
2012,240,Wisconsin,B10,4,16,24,9,72.72727,23.2991,111.961,88.662,0.938,23.2,36.1,40.4,28.9,24.0,49.7,41.8,46.6,41.3,59.6,76.0,57.0497,58.91,1.85,5.0,30.936,36.8,41.3,29.4,24.1,59.7,25.4,36.5,33.3,83.3,3.8,4,0,1,1,High (Q4),Mid-High (Q3),7.200000000000003,16.4,43.7532,59.496,74.1,31.1,1.075,33,696,251
2012,244,Xavier,A10,10,16,21,12,63.63636,11.6059,107.588,95.9824,0.791,11.6,34.9,25.2,30.6,35.7,49.6,45.3,48.7,44.9,74.8,64.3,65.9384,65.926,1.985,0.7,26.514,35.1,25.2,30.5,35.6,60.9,41.7,33.4,33.0,87.0,6.7,4,0,1,1,Low (Q1),Mid-Low (Q2),4.299999999999997,-10.500000000000004,26.384399999999996,68.2817,69.2,40.8,1.033,33,460,161
2011,2,Akron,MAC,15,64,22,12,64.70588,3.75741,103.29,99.533,0.58,2.8,36.0,38.3,31.8,30.4,49.9,46.5,47.3,46.0,61.7,69.6,66.2222,11.594,1.985,-5.6,13.032,36.0,38.0,32.1,30.5,53.2,36.9,37.7,25.1,94.3,2.8,2,1,0,1,Mid-High (Q3),Mid-High (Q3),4.199999999999999,7.899999999999999,41.364,66.658,70.8,31.9,1.029,34,730,263
2011,4,Alabama St.,SWAC,16,68,15,17,46.875,-13.0699,92.3675,105.437,0.139,-15.5,29.2,31.3,36.1,29.8,44.4,46.7,44.6,43.5,68.7,70.2,63.859,0.2,1.729,-13.0,8.673,29.1,31.7,35.7,29.8,56.8,33.1,33.1,35.2,89.7,2.4,1,1,0,1,Low (Q1),Low (Q1),-6.900000000000002,1.5,27.418799999999997,66.1276,60.9,46.7,0.926,32,523,153
2011,8,Arizona,P10,5,8,27,7,79.41176,18.8834,115.936,97.0522,0.899,20.0,39.9,36.8,28.8,28.5,54.4,48.4,51.2,50.5,63.2,71.5,65.5658,73.308,1.39,4.7,25.335,39.7,36.1,29.3,28.3,68.4,30.3,35.4,33.6,91.8,7.4,5,0,1,1,Mid-High (Q3),High (Q4),11.099999999999998,8.299999999999997,44.0496,67.0341,74.7,44.1,1.126,34,666,266
2011,15,Belmont,ASun,13,64,30,4,88.23529,18.9677,112.236,93.268,0.88,17.6,38.1,42.2,32.7,30.3,54.4,45.6,52.4,44.1,57.8,69.7,68.7655,12.798,1.584,1.0,10.427,37.8,42.2,33.6,30.9,60.0,39.2,35.8,18.6,100.0,1.1,2,1,0,1,High (Q4),High (Q4),5.399999999999999,11.900000000000002,48.23460000000001,69.7082,73.7,38.0,1.148,34,839,320
2011,19,Boston University,AE,16,64,21,13,61.76471,-0.38517,102.907,103.292,0.453,-1.7,35.5,39.8,32.1,37.6,47.4,45.6,43.5,44.1,60.2,62.4,63.0646,5.779,1.669,-7.6,11.596,35.5,40.0,32.4,37.5,57.7,25.5,32.7,34.5,88.4,3.8,2,1,0,1,High (Q4),Mid-Low (Q2),3.3999999999999986,2.1999999999999957,42.38699999999999,63.0458,73.1,37.7,1.037,34,723,257
2011,22,Bucknell,Pat,14,64,25,8,75.75758,7.57974,105.356,97.7759,0.696,7.2,40.2,31.3,31.5,36.6,51.2,45.0,47.1,43.7,68.7,63.4,65.0026,8.013,1.537,-2.2,12.621,39.6,31.6,31.9,36.4,60.0,26.8,38.0,41.6,91.3,1.9,2,1,0,1,Low (Q1),High (Q4),8.700000000000003,-5.300000000000001,37.747800000000005,66.3444,78.6,34.3,1.065,33,564,227
