YEAR,TEAM ID,TEAM,CONF,SEED,ROUND,W,L,win_pct,KADJ EM,KADJ O,KADJ D,BARTHAG,BADJ EM,3PT%,3PTR,3PT%D,3PTRD,EFG%,EFG%D,2PT%,2PT%D,2PTR,2PTRD,KADJ T,TALENT,EXP,WAB,ELITE SOS,THREES FG%,THREES SHARE,THREES FG%D,THREES D SHARE,CLOSE TWOS FG%,CLOSE TWOS SHARE,FARTHER TWOS FG%,FARTHER TWOS SHARE,DUNKS FG%,DUNKS SHARE,tournament_round,made_tournament,reached_s16,has_shot_splits,three_rate_category,three_pct_category,three_pct_net,three_rate_net,three_value,K TEMPO,FT%,FTR,PPPO,GAMES,3PA,3PM
2022,186,South Dakota St.,Sum,13,64,28,4,87.5,11.4429,116.763,105.32,0.761,11.0,44.2,34.3,35.2,41.4,59.7,51.5,56.3,50.6,65.7,58.6,69.4008,0.603,2.058,1.5,11.018,43.7,34.5,35.2,41.3,65.1,39.6,41.9,25.9,89.0,5.8,2,1,0,1,Mid-Low (Q2),High (Q4),9.0,-7.100000000000001,45.48180000000001,71.5227,76.0,35.2,1.191,32,640,283
2022,197,TCU,B12,9,32,20,12,62.5,14.909,108.261,93.3525,0.841,14.5,30.3,32.0,31.5,34.6,48.9,47.7,50.5,47.9,68.0,65.4,65.834,65.515,1.734,2.9,36.146,30.2,31.7,30.9,34.9,61.2,39.4,35.4,28.9,86.8,6.8,3,0,0,1,Mid-Low (Q2),Low (Q1),-1.1999999999999993,-2.6000000000000014,29.088,67.1122,66.8,31.2,1.01,32,585,177
2022,199,Tennessee,SEC,3,32,26,7,78.78788,25.2399,111.439,86.1987,0.938,23.2,35.8,40.7,31.2,39.4,50.3,46.2,48.0,45.8,59.3,60.6,67.1668,69.805,1.362,8.0,34.071,36.0,40.2,31.3,39.2,60.3,32.6,34.3,27.1,91.9,6.8,3,0,0,1,High (Q4),Mid-High (Q3),4.599999999999998,1.3000000000000043,43.7118,68.6808,71.2,29.6,1.058,33,802,287
2022,200,Texas,B12,6,32,21,11,65.625,20.4063,111.812,91.4059,0.918,21.1,32.3,36.0,31.6,33.7,50.1,46.5,50.9,46.1,64.0,66.3,63.0969,78.557,2.664,3.3,35.097,33.0,36.1,31.9,33.5,62.7,30.6,39.1,33.3,86.3,4.2,3,0,0,1,Mid-High (Q3),Low (Q1),0.6999999999999957,2.299999999999997,34.88399999999999,64.188,74.9,32.3,1.056,32,628,203
2022,202,Texas A&M Corpus Chris,Slnd,16,68,19,11,63.33333,-6.3107,96.9771,103.288,0.321,-6.5,31.6,31.3,31.5,42.8,47.3,49.1,47.3,50.5,68.7,57.2,68.9287,3.592,2.352,-7.6,7.53,31.8,31.2,31.4,42.2,53.2,43.5,36.0,25.2,83.3,1.9,1,1,0,1,Low (Q1),Low (Q1),0.10000000000000142,-11.499999999999996,29.672400000000003,71.7318,75.0,38.4,1.024,30,559,177
2022,203,Texas Southern,SWAC,16,64,18,12,60.0,-1.33245,98.1424,99.4749,0.45,-1.7,31.7,31.4,29.5,35.8,48.7,44.9,49.2,45.2,68.6,64.2,67.6207,16.145,2.813,-6.8,11.938,31.4,30.9,30.4,35.6,57.6,39.4,36.7,29.6,90.9,6.0,2,1,0,1,Low (Q1),Low (Q1),2.1999999999999993,-4.399999999999999,29.8614,69.2557,67.1,32.7,0.996,30,544,172
2022,204,Texas Tech,B12,3,16,25,9,73.52941,24.641,109.701,85.0595,0.943,23.6,31.4,34.4,31.3,45.6,52.4,45.5,55.1,44.3,65.6,54.4,66.455,22.03,2.456,6.5,35.796,32.1,34.1,31.5,45.4,66.1,40.0,37.6,26.0,92.4,9.7,4,0,1,1,Mid-Low (Q2),Low (Q1),0.09999999999999787,-11.200000000000003,32.404799999999994,67.472,69.9,36.1,1.051,34,638,200
2022,207,UAB,CUSA,12,64,25,7,78.125,14.0333,112.489,98.456,0.807,13.0,38.3,32.7,32.4,37.1,52.9,47.9,50.6,47.5,67.3,62.9,68.7871,28.246,2.645,-0.1,14.007,38.0,32.7,32.9,37.0,64.5,34.3,36.5,33.0,86.6,8.1,2,1,0,1,Mid-Low (Q2),High (Q4),5.899999999999999,-4.399999999999999,37.5723,70.1548,73.9,29.5,1.121,32,645,247
2022,212,UCLA,P12,4,16,25,7,78.125,24.8472,116.076,91.2287,0.933,23.5,35.2,31.5,32.2,37.8,50.6,47.7,49.6,47.3,68.5,62.2,65.5444,79.66,2.209,5.1,27.038,35.4,31.2,32.1,38.1,59.1,29.3,42.2,39.5,82.4,3.5,4,0,1,1,Low (Q1),Mid-Low (Q2),3.0,-6.299999999999997,33.264,67.1833,73.6,29.8,1.117,32,614,216
2022,218,USC,P12,7,64,26,7,78.78788,14.4494,110.473,96.0232,0.816,13.3,35.4,32.0,33.7,34.5,51.1,44.7,50.1,41.6,68.0,65.5,66.022,59.267,2.119,4.1,24.007,35.7,32.2,33.2,34.3,59.4,35.2,40.1,32.7,90.3,7.6,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),1.6999999999999957,-2.5,33.983999999999995,67.4471,66.6,30.9,1.068,33,620,219
2022,227,Vermont,AE,13,64,27,5,84.375,13.0669,110.775,97.7084,0.778,11.2,36.8,43.1,34.4,37.6,57.3,47.7,58.9,45.2,56.9,62.4,64.9527,4.679,2.807,-0.8,8.437,36.8,43.1,34.4,37.6,67.8,36.8,41.9,20.1,93.3,2.9,2,1,0,1,High (Q4),Mid-High (Q3),2.3999999999999986,5.5,47.58239999999999,65.1612,74.7,26.6,1.143,32,764,281
2022,228,Villanova,BE,2,4,26,7,78.78788,24.1107,117.95,93.8397,0.934,24.1,35.9,46.0,31.0,43.0,52.0,47.5,50.3,48.2,54.0,57.0,62.55,69.071,2.392,7.4,31.835,35.9,46.3,30.8,42.2,57.9,34.3,34.6,19.4,83.3,5.8,6,0,1,1,High (Q4),Mid-High (Q3),4.899999999999999,3.0,49.541999999999994,64.1915,82.3,30.5,1.127,33,851,306
2022,230,Virginia Tech,ACC,11,64,23,12,65.71429,17.8634,114.268,96.4045,0.898,19.8,39.3,41.4,31.7,37.0,55.2,48.7,52.5,49.4,58.6,63.0,62.9067,20.673,2.136,1.7,28.436,39.2,41.0,32.3,36.9,61.2,33.2,41.5,25.8,89.2,8.0,2,1,0,1,High (Q4),High (Q4),7.599999999999998,4.399999999999999,48.810599999999994,63.4606,74.3,23.7,1.111,35,798,314
2022,240,Wisconsin,B10,3,32,24,7,77.41935,15.5839,110.398,94.8142,0.863,16.3,31.3,36.0,32.3,33.7,48.2,49.4,48.9,49.9,64.0,66.3,66.466,62.378,1.462,6.5,31.803,30.6,36.0,32.5,33.6,63.0,30.2,36.0,33.8,91.4,4.7,3,0,0,1,Mid-High (Q3),Low (Q1),-0.9999999999999964,2.299999999999997,33.804,67.1476,74.2,32.3,1.053,31,656,205
2022,242,Wright St.,Horz,16,64,20,13,60.60606,-0.86607,106.365,107.231,0.427,-2.7,33.0,32.5,33.7,34.2,52.0,51.2,53.2,51.6,67.5,65.8,68.4334,9.944,1.581,-8.4,8.923,33.4,32.7,33.8,34.1,62.3,34.9,42.0,32.5,98.2,4.0,2,1,0,1,Mid-Low (Q2),Low (Q1),-0.7000000000000028,-1.7000000000000028,32.175000000000004,69.1928,76.6,31.1,1.086,33,630,208
2022,243,Wyoming,MWC,12,68,24,8,75.0,13.0956,110.173,97.0777,0.777,11.2,33.0,41.8,30.3,38.7,52.4,47.2,54.5,48.3,58.2,61.3,66.0062,1.779,1.816,1.9,21.516,32.9,41.8,30.0,38.2,63.7,33.4,41.9,24.7,89.1,5.3,1,1,0,1,High (Q4),Low (Q1),2.6999999999999993,3.0999999999999943,41.382,66.1084,72.5,37.0,1.07,32,719,237
2022,245,Yale,Ivy,14,64,18,11,62.06897,2.23432,101.474,99.2392,0.541,1.4,32.9,36.3,30.4,41.2,50.1,48.9,50.5,51.1,63.7,58.8,68.6807,9.416,1.898,-4.9,14.651,32.6,36.0,30.5,41.2,56.2,36.9,41.9,27.2,85.4,3.7,2,1,0,1,Mid-High (Q3),Low (Q1),2.5,-4.900000000000006,35.82809999999999,70.2695,73.7,32.7,1.017,29,605,199
2021,1,Abilene Christian,Slnd,14,32,19,4,82.6087,10.1273,103.047,92.9196,0.735,8.6,37.7,36.5,29.1,34.0,52.9,45.4,50.8,46.3,63.5,66.0,69.9524,0.2,2.228,-1.1,9.607,36.4,36.0,29.8,34.4,56.7,42.8,34.4,21.2,93.3,4.7,3,0,0,1,Mid-High (Q3),High (Q4),8.600000000000001,2.5,41.2815,71.6065,68.8,34.0,1.066,23,496,187
2021,3,Alabama,SEC,2,16,24,6,80.0,24.9876,111.722,86.734,0.928,22.1,35.1,47.1,28.8,33.6,51.3,45.3,50.1,46.4,52.9,66.4,73.9267,70.27,1.841,6.9,31.992,35.2,46.5,29.2,34.2,57.2,40.8,29.7,12.7,89.0,7.2,4,0,1,1,High (Q4),Mid-Low (Q2),6.300000000000001,13.5,49.59630000000001,75.1471,72.0,28.6,1.059,30,913,320
2021,7,Appalachian St.,SB,16,68,13,11,54.16667,-4.33805,99.3998,103.738,0.339,-5.9,32.6,43.9,33.5,37.8,47.7,50.4,46.7,50.4,56.1,62.2,65.6825,9.441,1.818,-7.6,9.753,31.7,44.5,33.7,37.6,54.1,35.5,32.8,20.0,76.7,5.4,1,1,0,1,High (Q4),Low (Q1),-0.8999999999999986,6.100000000000001,42.934200000000004,66.0679,71.6,33.0,1.006,24,588,192
2021,10,Arkansas,SEC,3,8,22,6,78.57143,21.5292,111.502,89.9724,0.896,18.8,33.9,35.8,32.6,37.6,51.5,47.6,51.9,46.9,64.2,62.4,73.1045,55.045,1.545,4.6,28.411,33.2,33.9,33.6,37.7,60.1,39.5,38.1,26.6,93.2,7.5,5,0,1,1,Mid-High (Q3),Low (Q1),1.2999999999999972,-1.8000000000000043,36.40859999999999,75.3323,73.7,32.7,1.09,28,648,220
2021,14,Baylor,B12,1,1,22,2,91.66667,29.4969,123.265,93.7679,0.961,29.9,41.8,39.2,34.0,34.3,57.5,49.1,54.1,48.1,60.8,65.7,68.3891,57.416,1.967,6.7,27.876,41.3,38.4,32.9,34.3,63.8,35.6,38.7,26.0,81.8,9.5,8,0,1,1,Mid-High (Q3),High (Q4),7.799999999999997,4.900000000000006,49.1568,70.2185,69.7,27.0,1.196,24,590,247
2021,25,BYU,WCC,6,64,19,6,76.0,20.9462,113.107,92.1612,0.894,18.9,37.3,38.8,32.4,34.8,55.0,46.6,54.5,45.5,61.2,65.2,67.9796,39.722,1.984,3.6,29.972,36.7,38.6,32.7,34.6,65.8,28.2,45.5,33.2,90.6,3.4,2,1,0,1,Mid-High (Q3),Mid-High (Q3),4.899999999999999,4.0,43.417199999999994,70.3849,73.6,27.8,1.086,25,568,212
2021,33,Clemson,ACC,7,64,16,7,69.56522,16.1652,106.87,90.7046,0.848,14.6,34.6,43.9,33.8,40.4,50.4,48.8,49.2,47.4,56.1,59.6,64.2422,59.066,1.794,2.9,32.216,34.5,43.4,33.5,40.9,59.4,28.9,37.3,27.7,87.5,6.4,2,1,0,1,High (Q4),Mid-Low (Q2),0.8000000000000043,3.5,45.568200000000004,64.8682,76.5,23.6,1.001,23,552,191
2021,34,Cleveland St.,Horz,15,64,19,7,73.07692,1.37289,100.852,99.4794,0.486,-0.5,31.9,34.3,30.8,42.5,50.6,48.9,52.1,50.9,65.7,57.5,66.3028,2.192,2.036,-2.7,12.128,32.1,34.3,30.7,42.4,57.3,38.7,43.6,26.9,88.6,3.4,2,1,0,1,Mid-Low (Q2),Low (Q1),1.0999999999999979,-8.200000000000003,32.82509999999999,67.664,66.9,31.9,1.033,26,509,162
2021,36,Colgate,Pat,14,64,14,1,93.33333,10.2223,110.89,100.668,0.829,14.4,40.0,35.9,26.1,37.0,57.0,45.6,55.4,49.4,64.1,63.0,72.4472,0.2,1.82,0.4,5.698,40.7,36.3,26.5,36.1,61.6,46.8,34.3,16.9,88.9,1.4,2,1,0,1,Mid-High (Q3),High (Q4),13.899999999999999,-1.1000000000000014,43.08,72.1928,73.1,31.0,1.187,15,338,135
2021,38,Colorado,P12,5,32,22,8,73.33333,21.6816,114.417,92.7358,0.934,23.7,36.7,35.8,33.3,34.8,52.0,47.7,50.3,46.5,64.2,65.2,66.3585,48.237,2.245,4.9,32.71,37.3,36.4,33.3,35.1,59.5,31.8,41.2,31.8,85.7,3.6,3,0,0,1,Mid-High (Q3),Mid-High (Q3),3.4000000000000057,1.0,39.415800000000004,66.2458,82.2,29.9,1.102,30,610,224
2021,40,Connecticut,BE,7,64,15,7,68.18182,21.9011,113.581,91.6796,0.918,21.6,33.6,33.3,31.6,33.0,49.5,46.2,49.0,45.6,66.7,67.0,66.0354,52.299,1.785,2.0,31.015,33.5,33.4,32.4,33.3,56.1,38.1,37.9,28.5,92.9,7.6,2,1,0,1,Mid-Low (Q2),Low (Q1),2.0,0.29999999999999716,33.5664,66.4535,73.1,29.6,1.085,22,438,147
2021,43,Creighton,BE,5,16,20,8,71.42857,21.3051,114.87,93.5652,0.903,20.1,36.7,44.3,32.1,39.0,55.7,46.9,56.3,46.1,55.7,61.0,69.0627,57.988,2.215,3.2,30.082,36.1,43.6,31.7,39.2,67.2,34.2,37.9,22.2,90.2,9.7,4,0,1,1,High (Q4),Mid-High (Q3),4.600000000000001,5.299999999999997,48.7743,69.5619,64.2,26.9,1.098,28,736,270
2021,48,Drake,MVC,11,64,23,4,85.18519,14.6425,113.949,99.3062,0.786,12.0,36.6,31.3,30.8,35.9,54.5,48.4,54.4,49.7,68.7,64.1,66.7599,0.2,1.958,1.8,15.072,36.4,31.6,30.4,35.5,62.8,34.6,42.9,33.9,88.1,4.9,2,1,0,1,Low (Q1),Mid-High (Q3),5.800000000000001,-4.599999999999998,34.3674,66.2207,71.1,25.2,1.141,27,503,184
2021,49,Drexel,CAA,16,64,12,7,63.15789,1.6183,107.143,105.525,0.565,2.4,37.2,35.7,32.1,34.4,54.3,49.6,53.5,50.4,64.3,65.6,64.2271,8.771,1.77,-4.5,8.855,37.2,35.5,32.1,33.0,61.4,35.9,40.3,28.7,95.7,3.2,2,1,0,1,Mid-High (Q3),Mid-High (Q3),5.100000000000001,1.3000000000000043,39.84120000000001,65.9441,77.7,28.5,1.084,19,371,138
2021,53,Eastern Washington,BSky,14,64,15,7,68.18182,6.65145,107.67,101.018,0.713,8.2,35.9,39.6,31.6,35.4,54.1,47.5,54.2,47.6,60.4,64.6,72.3499,0.2,1.614,-3.1,13.059,36.0,39.8,32.1,35.8,60.3,35.9,45.7,24.2,85.2,3.3,2,1,0,1,High (Q4),Mid-High (Q3),4.299999999999997,4.200000000000003,42.6492,71.2932,79.9,30.4,1.093,22,512,184
2021,55,Florida,SEC,7,32,14,9,60.86957,17.5522,110.975,93.4227,0.873,17.0,35.7,33.8,30.6,35.3,52.5,47.5,51.9,48.4,66.2,64.7,68.6479,60.198,1.529,1.2,34.098,35.7,33.5,30.7,36.3,65.2,34.6,40.9,31.9,87.0,10.2,3,0,0,1,Mid-Low (Q2),Mid-Low (Q2),5.100000000000001,-1.5,36.199799999999996,70.6908,75.7,33.8,1.046,23,440,157
2021,58,Florida St.,ACC,4,16,16,6,72.72727,22.0698,116.442,94.3726,0.929,23.5,39.0,35.5,33.3,40.0,54.4,46.5,52.1,44.2,64.5,60.0,70.5582,53.523,1.949,2.4,27.679,37.6,34.9,32.5,39.5,63.9,37.8,37.1,27.3,92.6,12.7,4,0,1,1,Mid-High (Q3),High (Q4),5.700000000000003,-4.5,41.535,70.3595,73.8,32.7,1.11,22,459,179
2021,64,Georgetown,BE,12,64,13,12,52.0,14.0569,107.693,93.636,0.825,13.5,36.6,38.8,32.6,39.7,49.6,48.0,46.1,47.4,61.2,60.3,69.6374,40.505,2.018,-1.1,32.752,36.6,38.8,33.8,39.9,54.3,28.8,38.7,32.3,82.8,6.9,2,1,0,1,Mid-High (Q3),Mid-High (Q3),4.0,-0.9000000000000057,42.6024,70.1451,75.4,30.3,1.012,25,564,206
2021,67,Georgia Tech,ACC,9,64,17,8,68.0,18.5494,113.332,94.783,0.869,17.1,34.9,37.0,36.7,34.6,53.9,52.2,54.8,50.7,63.0,65.4,67.7637,51.343,2.51,1.8,29.468,34.8,36.5,36.9,35.2,67.4,35.4,39.8,28.1,90.5,10.9,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),-1.8000000000000043,2.3999999999999986,38.739,68.0089,72.7,29.0,1.081,25,528,184
2021,68,Gonzaga,WCC,1,2,26,0,100.0,36.6241,126.111,89.4872,0.979,35.7,36.5,32.3,32.5,34.5,61.0,47.5,64.0,46.8,67.7,65.5,74.7701,80.761,1.528,8.5,24.19,36.8,33.2,32.7,33.7,72.6,48.2,41.5,18.5,91.3,6.1,7,0,1,1,Mid-Low (Q2),Mid-High (Q3),4.0,-2.200000000000003,35.3685,75.2784,72.6,36.7,1.224,26,521,190
2021,69,Grand Canyon,WAC,15,64,14,6,70.0,6.97644,103.554,96.5771,0.716,8.0,32.2,36.2,29.7,39.3,52.8,44.7,55.4,44.8,63.8,60.7,65.4771,14.562,2.131,-2.9,10.505,31.8,36.2,30.5,39.4,61.3,39.0,45.4,24.8,81.3,6.4,2,1,0,1,Mid-High (Q3),Low (Q1),2.5000000000000036,-3.0999999999999943,34.96920000000001,66.7431,69.2,34.5,1.068,20,399,128
2021,72,Hartford,AE,16,64,15,8,65.21739,-2.73095,97.4886,100.22,0.427,-2.5,32.7,42.5,28.7,40.7,50.4,47.6,51.3,50.7,57.5,59.3,66.7023,12.091,1.927,-4.9,10.041,32.4,42.4,29.1,40.8,58.6,33.4,40.5,24.2,82.8,3.9,2,1,0,1,High (Q4),Low (Q1),4.0000000000000036,1.7999999999999972,41.6925,66.4658,71.2,28.6,0.991,23,531,174
2021,76,Houston,Amer,2,4,23,3,88.46154,28.8202,118.922,90.1017,0.964,29.6,35.5,42.3,28.5,37.6,51.3,42.9,49.9,43.0,57.7,62.4,64.9246,57.911,1.843,4.0,18.87,34.8,42.2,29.9,37.6,64.9,25.8,36.1,32.0,91.5,5.4,6,0,1,1,High (Q4),Mid-Low (Q2),7.0,4.699999999999996,45.0495,65.975,74.3,30.7,1.157,26,669,237
2021,78,Illinois,B10,1,32,23,6,79.31034,30.6122,118.957,88.3445,0.951,26.6,37.6,30.7,32.7,33.0,55.6,46.6,55.3,45.4,69.3,67.0,70.7135,73.109,1.627,8.8,40.223,37.3,29.9,32.9,32.6,67.3,40.8,38.8,29.3,95.1,9.6,3,0,0,1,Low (Q1),High (Q4),4.899999999999999,-2.3000000000000007,34.6296,71.5738,69.1,39.2,1.124,29,518,195
2021,81,Iona,MAAC,15,64,12,5,70.58824,-1.03598,100.371,101.407,0.555,1.9,35.5,37.6,30.1,37.9,51.2,45.6,49.9,45.8,62.4,62.1,68.3119,9.632,1.731,-3.2,7.27,34.6,37.7,30.2,37.5,58.7,35.7,38.1,26.5,90.0,3.2,2,1,0,1,Mid-High (Q3),Mid-Low (Q2),5.399999999999999,-0.29999999999999716,40.044,69.8206,74.3,36.1,1.035,17,357,127
2021,82,Iowa,B10,2,32,21,8,72.41379,28.9031,123.496,94.5925,0.946,27.2,38.6,39.8,34.8,39.6,54.6,48.3,52.4,45.8,60.2,60.4,69.9829,61.215,1.656,5.5,36.806,38.6,39.8,34.8,39.5,62.5,34.4,39.6,25.9,88.9,5.3,3,0,0,1,High (Q4),High (Q4),3.8000000000000043,0.19999999999999574,46.0884,70.9678,71.3,32.0,1.176,29,730,282
2021,86,Kansas,B12,3,32,19,8,70.37037,21.0313,109.615,88.5839,0.895,18.5,33.7,36.0,32.5,37.5,49.7,47.0,49.3,45.9,64.0,62.5,68.2629,80.676,1.46,4.3,36.237,33.6,36.4,33.5,37.6,58.2,34.6,37.9,29.0,77.8,5.7,3,0,0,1,Mid-High (Q3),Low (Q1),1.2000000000000028,-1.5,36.396,69.3839,71.4,30.5,1.04,27,579,195
2021,95,Liberty,ASun,13,64,19,5,79.16667,8.37002,110.143,101.773,0.713,8.3,38.8,47.5,32.2,36.1,57.4,48.0,56.8,47.8,52.5,63.9,63.1252,3.795,1.736,-1.7,9.801,38.8,47.1,31.8,35.7,59.7,36.1,47.6,16.8,88.5,3.6,2,1,0,1,High (Q4),High (Q4),6.599999999999994,11.399999999999999,55.28999999999999,64.4,77.8,25.5,1.137,24,620,241
2021,103,Loyola Chicago,MVC,8,16,22,4,84.61538,23.7539,110.416,86.6625,0.918,20.6,35.7,37.0,32.5,34.4,56.3,46.7,58.0,45.5,63.0,65.6,64.1938,11.054,2.231,1.8,16.033,35.4,37.1,32.5,33.5,66.3,40.5,40.7,22.4,92.3,2.7,4,0,1,1,Mid-High (Q3),Mid-Low (Q2),3.200000000000003,2.6000000000000014,39.627,63.4532,73.3,30.7,1.102,26,498,178
2021,105,LSU,SEC,8,32,18,9,66.66667,19.5899,119.771,100.181,0.883,19.2,35.0,37.1,30.0,44.3,52.8,48.5,53.0,51.3,62.9,55.7,70.7574,83.74,1.064,2.3,31.962,34.8,36.9,30.0,44.0,66.8,30.6,38.7,32.5,96.6,5.0,3,0,0,1,Mid-High (Q3),Mid-Low (Q2),5.0,-7.199999999999996,38.955,72.7762,74.7,33.9,1.123,27,625,219
2021,109,Maryland,B10,10,32,15,13,53.57143,18.7175,110.916,92.1984,0.856,15.8,34.9,43.0,34.3,41.8,52.6,48.5,52.8,46.4,57.0,58.2,65.3286,67.127,1.869,0.1,36.317,35.3,43.1,34.8,41.9,65.9,31.3,37.8,25.6,91.9,6.9,3,0,0,1,High (Q4),Mid-Low (Q2),0.6000000000000014,1.2000000000000028,45.020999999999994,65.6478,70.3,32.6,1.031,28,636,222
2021,114,Michigan,B10,1,8,20,4,83.33333,30.7915,119.434,88.6425,0.952,26.9,38.7,33.9,33.5,32.7,54.9,44.9,53.3,42.3,66.1,67.3,66.8217,66.856,2.078,7.1,35.087,38.1,33.9,32.2,31.8,67.6,35.3,37.3,30.9,92.8,7.9,5,0,1,1,Mid-Low (Q2),High (Q4),5.200000000000003,1.1999999999999957,39.3579,67.547,77.8,28.9,1.122,24,466,180
2021,115,Michigan St.,B10,11,68,15,12,55.55556,14.0141,106.989,92.9745,0.787,11.3,32.0,34.1,31.5,34.0,47.9,47.8,47.8,48.1,65.9,66.0,68.6334,82.545,1.714,1.2,38.227,32.1,33.9,32.1,33.7,55.7,28.4,42.3,37.6,83.3,5.6,1,1,0,1,Mid-Low (Q2),Low (Q1),0.5,0.10000000000000142,32.736000000000004,69.1421,72.1,31.4,0.998,27,536,172
2021,122,Missouri,SEC,9,64,16,9,64.0,15.15,110.248,95.0983,0.863,16.4,32.0,37.5,32.7,33.0,50.9,48.5,52.6,48.3,62.5,67.0,68.7329,50.387,2.462,2.1,33.332,32.5,37.9,33.1,32.8,62.5,38.3,35.1,23.8,87.5,7.7,2,1,0,1,Mid-High (Q3),Low (Q1),-0.7000000000000028,4.5,36.0,70.5204,69.8,37.5,1.034,25,534,171
2021,125,Morehead St.,OVC,14,64,21,7,75.0,3.89559,100.165,96.2694,0.559,2.0,34.7,34.5,30.7,41.4,51.9,47.0,51.8,47.6,65.5,58.6,65.5948,5.5,1.69,-1.9,13.166,35.3,34.6,31.2,41.0,60.3,39.6,38.7,25.8,91.1,4.5,2,1,0,1,Mid-Low (Q2),Mid-Low (Q2),4.0000000000000036,-6.899999999999999,35.9145,67.166,68.3,36.8,1.005,28,506,176
2021,127,Mount St. Mary's,NEC,16,68,12,10,54.54545,-5.0102,95.4181,100.428,0.362,-4.8,33.7,36.3,30.1,32.8,48.7,45.5,47.7,45.6,63.7,67.2,62.172,0.2,1.572,-7.2,9.106,33.4,36.7,30.6,32.5,54.0,35.4,39.8,28.0,87.5,6.1,1,1,0,1,Mid-High (Q3),Low (Q1),3.6000000000000014,3.5,36.6993,63.7509,67.8,29.7,0.988,22,428,144
2021,134,Norfolk St.,MEAC,16,64,14,7,66.66667,-3.74215,100.613,104.355,0.365,-4.9,37.4,35.9,31.7,45.3,49.7,47.4,46.1,47.2,64.1,54.7,67.6936,0.2,2.363,-5.0,6.134,37.2,35.6,31.7,45.9,54.6,34.5,33.3,29.9,87.1,3.5,2,1,0,1,Mid-High (Q3),Mid-High (Q3),5.699999999999999,-9.399999999999999,40.279799999999994,72.0453,70.9,38.6,1.036,21,444,166
2021,135,North Carolina,ACC,8,64,18,10,64.28571,20.0876,110.111,90.0231,0.864,16.0,31.7,28.2,34.4,38.2,48.5,48.7,48.9,46.8,71.8,61.8,71.8271,85.053,1.02,2.4,34.274,31.8,27.9,35.0,38.4,59.5,37.6,36.5,34.5,91.3,7.8,2,1,0,1,Low (Q1),Low (Q1),-2.6999999999999993,-10.000000000000004,26.818199999999997,71.8804,66.8,34.9,1.053,28,497,158
2021,142,North Texas,CUSA,13,32,16,9,64.0,11.6975,105.362,93.6646,0.758,9.8,37.3,37.2,31.6,34.2,54.0,45.7,52.9,44.8,62.8,65.8,63.0896,2.103,2.415,-2.4,19.471,37.2,37.6,32.6,35.4,65.2,31.7,39.7,30.7,91.3,5.1,3,0,0,1,Mid-High (Q3),Mid-High (Q3),5.699999999999996,3.0,41.6268,65.0818,73.5,27.2,1.043,25,493,184
2021,151,Ohio,MAC,13,32,15,7,68.18182,11.1142,113.002,101.888,0.763,10.8,36.6,38.7,33.7,40.0,55.8,51.1,56.4,51.6,61.3,60.0,69.3203,6.606,1.43,-2.0,16.438,35.6,39.3,33.6,40.3,62.6,40.9,40.8,19.8,84.0,2.8,3,0,0,1,Mid-High (Q3),Mid-High (Q3),2.8999999999999986,-1.2999999999999972,42.4926,71.7136,70.6,29.6,1.121,22,517,189
2021,152,Ohio St.,B10,2,64,21,9,70.0,25.4253,122.274,96.8491,0.929,24.3,36.5,39.4,34.1,38.0,53.1,48.9,52.1,47.4,60.6,62.0,67.0815,71.659,1.963,6.0,39.398,36.0,39.2,34.0,38.4,61.6,29.0,43.7,31.8,89.5,5.2,2,1,0,1,High (Q4),Mid-High (Q3),2.3999999999999986,1.3999999999999986,43.142999999999994,67.553,76.3,37.6,1.136,30,672,245
2021,153,Oklahoma,B12,8,32,15,10,60.0,16.6439,111.427,94.7836,0.864,16.5,33.8,39.0,35.4,38.1,50.8,48.9,50.8,46.3,61.0,61.9,67.689,32.322,2.102,0.3,32.105,34.1,38.2,35.6,38.5,64.6,31.9,35.7,29.9,87.3,7.8,3,0,0,1,Mid-High (Q3),Low (Q1),-1.6000000000000014,0.8999999999999986,39.546,69.1751,74.4,29.1,1.065,25,583,197
2021,154,Oklahoma St.,B12,4,32,20,8,71.42857,18.7671,110.059,91.2923,0.873,16.8,33.8,31.9,31.7,37.4,52.1,47.2,52.8,46.9,68.1,62.6,71.9524,61.902,1.061,4.8,36.37,33.1,32.2,31.9,37.5,61.1,45.2,33.5,22.6,87.5,7.3,3,0,0,1,Mid-Low (Q2),Low (Q1),2.099999999999998,-5.5,32.346599999999995,72.8164,71.3,36.4,1.036,28,518,175
2021,156,Oral Roberts,Sum,15,16,13,10,56.52174,1.21622,108.656,107.44,0.522,0.8,38.8,45.9,35.6,32.0,53.6,50.4,49.7,49.0,54.1,68.0,71.7646,1.124,1.496,-4.9,16.652,37.7,46.5,34.4,31.4,54.5,29.9,44.1,23.6,90.3,3.6,4,0,1,1,High (Q4),High (Q4),3.1999999999999957,13.899999999999999,53.42759999999999,72.7902,82.6,27.8,1.091,23,644,250
