teamstatspk,team,win_percentage,minutes,points,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throw_attempted,free_throw_percentage,season,playoff_stage,three_point_volume,three_point_contribution,season_year,three_pt_tier
0,Milwaukee Bucks,0.696,48.4,110.3,42.1,91.1,0.462,11.2,35.0,0.321,14.9,20.8,0.718,2020-21,Champion,0.38419319429198684,0.3046237533998186,2020,Low
1,Phoenix Suns,0.636,48.0,109.0,40.9,85.0,0.48100000000000004,11.2,29.7,0.376,16.0,18.6,0.861,2020-21,Finals,0.34941176470588237,0.3082568807339449,2020,High
2,Brooklyn Nets,0.583,48.4,112.5,40.7,86.2,0.47200000000000003,13.6,35.6,0.382,17.6,20.3,0.868,2020-21,Conf Semis,0.41299303944315546,0.36266666666666664,2020,High
3,Philadelphia 76ers,0.583,48.0,116.3,42.5,85.8,0.496,11.2,28.4,0.39299999999999996,20.1,29.3,0.685,2020-21,Conf Semis,0.331002331002331,0.28890799656061905,2020,High
4,Atlanta Hawks,0.556,48.0,106.3,38.9,86.8,0.449,11.7,34.2,0.34299999999999997,16.7,20.9,0.7979999999999999,2020-21,Conf Finals,0.3940092165898618,0.33019755409219187,2020,Medium
5,Utah Jazz,0.545,48.0,116.9,39.7,84.2,0.47200000000000003,18.0,43.6,0.413,19.5,24.3,0.8009999999999999,2020-21,Conf Semis,0.517814726840855,0.4619332763045338,2020,High
6,LA Clippers,0.526,48.0,111.6,39.1,81.9,0.47700000000000004,13.8,36.4,0.381,19.5,23.7,0.823,2020-21,Conf Finals,0.4444444444444444,0.37096774193548393,2020,High
7,Dallas Mavericks,0.429,48.0,106.0,39.1,86.0,0.455,13.6,35.0,0.38799999999999996,14.1,20.0,0.7070000000000001,2020-21,R1 Exit,0.4069767441860465,0.38490566037735846,2020,High
8,Denver Nuggets,0.4,49.0,114.8,42.1,92.2,0.457,14.7,38.5,0.382,15.9,20.9,0.7609999999999999,2020-21,Conf Semis,0.41757049891540127,0.3841463414634146,2020,High
9,Los Angeles Lakers,0.333,48.0,97.5,34.3,83.0,0.414,9.8,32.8,0.299,19.0,24.5,0.7759999999999999,2020-21,R1 Exit,0.39518072289156625,0.30153846153846153,2020,Low
10,Portland Trail Blazers,0.333,49.7,119.5,42.0,88.3,0.475,16.2,39.2,0.413,19.3,22.7,0.853,2020-21,R1 Exit,0.4439411098527747,0.40669456066945603,2020,High
11,Boston Celtics,0.2,48.0,112.2,38.4,88.2,0.435,12.8,36.6,0.35,22.6,27.4,0.825,2020-21,R1 Exit,0.41496598639455784,0.34224598930481287,2020,Medium
12,Memphis Grizzlies,0.2,48.0,115.0,44.2,94.4,0.46799999999999997,10.4,31.6,0.32899999999999996,16.2,20.4,0.794,2020-21,R1 Exit,0.3347457627118644,0.271304347826087,2020,Medium
13,New York Knicks,0.2,48.0,97.0,34.4,86.4,0.39799999999999996,10.4,30.4,0.342,17.8,21.8,0.8170000000000001,2020-21,R1 Exit,0.3518518518518518,0.3216494845360825,2020,Medium
14,Washington Wizards,0.2,48.0,110.0,40.6,88.6,0.45799999999999996,7.0,24.2,0.289,21.8,29.0,0.752,2020-21,R1 Exit,0.27313769751693,0.19090909090909092,2020,Low
15,Miami Heat,0.0,49.3,98.0,35.3,89.3,0.395,12.0,35.8,0.336,15.5,20.3,0.765,2020-21,R1 Exit,0.4008958566629339,0.3673469387755102,2020,Medium
16,Los Angeles Lakers,0.762,48.0,112.8,41.0,84.0,0.489,12.1,34.2,0.354,18.6,24.6,0.758,2019-20,Champion,0.4071428571428572,0.32180851063829785,2019,Medium
17,Miami Heat,0.667,48.5,110.0,37.7,82.0,0.46,12.8,35.5,0.359,21.8,26.4,0.825,2019-20,Finals,0.4329268292682927,0.3490909090909091,2019,Medium
18,Toronto Raptors,0.636,48.9,109.4,39.1,88.5,0.442,14.6,40.3,0.363,16.5,21.3,0.778,2019-20,Conf Semis,0.455367231638418,0.40036563071297987,2019,High
19,Boston Celtics,0.588,48.9,109.4,38.6,84.9,0.45399999999999996,12.4,36.4,0.341,19.8,24.2,0.816,2019-20,Conf Finals,0.42873969375736154,0.340036563071298,2019,Medium
20,LA Clippers,0.538,48.4,114.0,40.9,86.4,0.474,12.1,32.8,0.368,20.1,25.2,0.7979999999999999,2019-20,Conf Semis,0.3796296296296296,0.31842105263157894,2019,High
21,Milwaukee Bucks,0.5,48.5,111.1,40.1,87.1,0.46,13.3,37.1,0.358,17.6,24.3,0.7240000000000001,2019-20,Conf Semis,0.42594718714121704,0.3591359135913592,2019,Medium
22,Denver Nuggets,0.474,48.3,107.4,38.8,82.5,0.47100000000000003,12.3,32.4,0.379,17.5,21.4,0.816,2019-20,Conf Finals,0.3927272727272727,0.34357541899441346,2019,High
23,Oklahoma City Thunder,0.429,48.7,104.0,36.7,85.4,0.43,12.0,36.6,0.32799999999999996,18.6,24.0,0.774,2019-20,R1 Exit,0.42857142857142855,0.34615384615384615,2019,Medium
24,Utah Jazz,0.429,48.7,113.4,39.9,81.9,0.48700000000000004,15.7,37.3,0.42100000000000004,18.0,23.3,0.773,2019-20,R1 Exit,0.45543345543345537,0.4153439153439153,2019,High
25,Houston Rockets,0.417,48.4,107.7,37.4,85.8,0.436,16.9,46.8,0.36200000000000004,15.9,20.2,0.789,2019-20,Conf Semis,0.5454545454545454,0.4707520891364902,2019,High
26,Dallas Mavericks,0.333,48.8,117.0,42.2,89.2,0.473,13.5,37.5,0.36,19.2,26.5,0.723,2019-20,R1 Exit,0.4204035874439462,0.34615384615384615,2019,Medium
27,Orlando Magic,0.2,48.0,107.0,37.2,88.6,0.42,15.0,39.8,0.377,17.6,21.0,0.838,2019-20,R1 Exit,0.4492099322799097,0.4205607476635514,2019,High
28,Portland Trail Blazers,0.2,48.0,106.6,37.6,88.2,0.426,11.6,30.6,0.379,19.8,25.0,0.792,2019-20,R1 Exit,0.3469387755102041,0.32645403377110693,2019,High
29,Brooklyn Nets,0.0,48.0,105.8,36.3,91.3,0.397,15.5,46.0,0.337,17.8,24.5,0.7240000000000001,2019-20,R1 Exit,0.5038335158817087,0.4395085066162571,2019,Medium
30,Indiana Pacers,0.0,48.0,100.8,36.5,80.3,0.455,12.0,32.0,0.375,15.8,20.3,0.778,2019-20,R1 Exit,0.3985056039850561,0.35714285714285715,2019,High
31,Philadelphia 76ers,0.0,48.0,100.5,33.3,84.0,0.396,8.0,30.3,0.264,26.0,32.0,0.813,2019-20,R1 Exit,0.3607142857142857,0.23880597014925373,2019,Low
32,Milwaukee Bucks,0.667,48.7,112.8,39.8,88.3,0.451,12.8,38.1,0.336,20.4,28.0,0.7290000000000001,2018-19,Conf Finals,0.4314835787089468,0.34042553191489366,2018,Medium
33,Toronto Raptors,0.667,48.4,106.6,37.7,84.8,0.444,11.9,34.5,0.34600000000000003,19.3,23.3,0.83,2018-19,Champion,0.40683962264150947,0.33489681050656667,2018,Medium
34,Golden State Warriors,0.636,48.5,114.1,41.1,86.1,0.47700000000000004,12.2,32.7,0.37200000000000005,19.8,24.3,0.813,2018-19,Finals,0.37979094076655057,0.3207712532865907,2018,High
35,Philadelphia 76ers,0.583,48.0,108.7,39.4,85.8,0.45899999999999996,9.4,28.4,0.331,20.4,25.8,0.79,2018-19,Conf Semis,0.331002331002331,0.2594296228150874,2018,Medium
36,Boston Celtics,0.556,48.0,102.1,35.7,84.1,0.424,11.3,33.0,0.34299999999999997,19.4,24.2,0.8029999999999999,2018-19,Conf Semis,0.39239001189060646,0.3320274240940255,2018,Medium
37,Houston Rockets,0.545,48.5,108.5,37.2,83.8,0.444,15.6,42.7,0.366,18.5,24.3,0.764,2018-19,Conf Semis,0.509546539379475,0.4313364055299539,2018,High
