teamstatspk,Team,win_percentage,Min,points,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throw_attempted,free_throw_percentage,season,three_point_shooting_volume,three_point_total_contribution
258,Utah Jazz,0.488,3991,8010,2957,6593,44.9,694,1956,35.5,1402,1885,74.4,2015-16,0.296678295161535,0.2599250936329588
259,Orlando Magic,0.427,3981,8369,3242,7120,45.5,636,1818,35.0,1249,1649,75.7,2015-16,0.25533707865168537,0.22798422750627315
260,Denver Nuggets,0.402,3966,8355,3093,7003,44.2,656,1943,33.8,1513,1974,76.6,2015-16,0.2774525203484221,0.2355475763016158
261,Milwaukee Bucks,0.402,3966,8122,3145,6740,46.7,440,1277,34.5,1392,1863,74.7,2015-16,0.18946587537091988,0.16252154641713865
262,Sacramento Kings,0.402,3961,8740,3283,7083,46.4,660,1839,35.9,1514,2089,72.5,2015-16,0.2596357475645913,0.22654462242562928
263,New York Knicks,0.39,3961,8065,3022,6886,43.9,610,1762,34.6,1411,1753,80.5,2015-16,0.2558814986930003,0.226906385616863
264,New Orleans Pelicans,0.366,3956,8423,3153,7040,44.8,702,1951,36.0,1415,1823,77.6,2015-16,0.27713068181818185,0.25002968063635284
265,Minnesota Timberwolves,0.354,3976,8398,3095,6668,46.4,455,1347,33.8,1753,2213,79.2,2015-16,0.20200959808038393,0.16253869969040247
266,Phoenix Suns,0.28,3941,8271,3051,7018,43.5,738,2118,34.8,1431,1905,75.1,2015-16,0.3017953833000855,0.2676822633297062
267,Brooklyn Nets,0.256,3951,8089,3136,6920,45.3,531,1508,35.2,1286,1699,75.7,2015-16,0.21791907514450867,0.19693410804796638
268,Los Angeles Lakers,0.207,3946,7982,2880,6956,41.4,639,2016,31.7,1583,2028,78.1,2015-16,0.2898217366302473,0.24016537208719618
269,Philadelphia 76ers,0.122,3961,7988,2970,6887,43.1,764,2255,33.9,1284,1850,69.4,2015-16,0.3274284884565123,0.28693039559339006
270,Golden State Warriors,0.817,3946,9016,3410,7137,47.8,883,2217,39.8,1313,1709,76.8,2014-15,0.31063472047078605,0.29381100266193433
271,Atlanta Hawks,0.732,3946,8409,3121,6699,46.6,818,2152,38.0,1349,1735,77.8,2014-15,0.32124197641439023,0.29183018194791294
272,Houston Rockets,0.683,3961,8522,3032,6832,44.4,933,2680,34.8,1525,2133,71.5,2014-15,0.39227166276346603,0.3284440272236564
273,Los Angeles Clippers,0.683,3946,8751,3228,6830,47.3,827,2202,37.6,1468,2067,71.0,2014-15,0.32240117130307466,0.28351045594789165
274,Memphis Grizzlies,0.671,3981,8062,3097,6763,45.8,423,1246,33.9,1445,1869,77.3,2014-15,0.18423776430578145,0.15740511039444308
275,San Antonio Spurs,0.671,3991,8461,3208,6854,46.8,677,1847,36.7,1368,1754,78.0,2014-15,0.26947767726874816,0.24004254816215578
276,Cleveland Cavaliers,0.646,3956,8457,3089,6739,45.8,826,2253,36.7,1453,1934,75.1,2014-15,0.33432259979225404,0.2930117062788223
277,Portland Trail Blazers,0.622,3971,8429,3175,7049,45.0,807,2231,36.2,1272,1589,80.1,2014-15,0.3164987941551993,0.2872226835923597
278,Chicago Bulls,0.61,3976,8265,3001,6797,44.2,645,1825,35.3,1618,2067,78.3,2014-15,0.2685008091805208,0.23411978221415608
279,Dallas Mavericks,0.61,3976,8628,3255,7036,46.3,732,2082,35.2,1386,1843,75.2,2014-15,0.29590676520750425,0.2545201668984701
280,Toronto Raptors,0.598,3971,8527,3108,6829,45.5,726,2060,35.2,1585,2014,78.7,2014-15,0.3016547078635232,0.2554239474610062
281,Washington Wizards,0.561,3991,8080,3139,6790,46.2,497,1381,36.0,1305,1758,74.2,2014-15,0.20338733431516937,0.18452970297029703
282,New Orleans Pelicans,0.549,3956,8147,3108,6795,45.7,586,1583,37.0,1345,1790,75.1,2014-15,0.2329654157468727,0.2157849515158954
283,Oklahoma City Thunder,0.549,3966,8524,3184,7119,44.7,632,1864,33.9,1524,2020,75.4,2014-15,0.261834527321253,0.22243078366963867
284,Milwaukee Bucks,0.5,3986,8023,3083,6722,45.9,545,1500,36.3,1312,1734,75.7,2014-15,0.22314787265694733,0.20378910631933192
285,Boston Celtics,0.488,3976,8312,3193,7211,44.3,660,2021,32.7,1266,1678,75.4,2014-15,0.2802662598807378,0.23820981713185754
286,Phoenix Suns,0.476,3976,8397,3178,7038,45.2,698,2048,34.1,1343,1767,76.0,2014-15,0.29099175902244956,0.24937477670596642
287,Brooklyn Nets,0.463,3986,8038,3069,6804,45.1,541,1633,33.1,1359,1817,74.8,2014-15,0.2400058788947678,0.20191589947748195
288,Indiana Pacers,0.463,3971,7981,2998,6824,43.9,612,1740,35.2,1373,1817,75.6,2014-15,0.25498241500586166,0.23004636010524998
289,Utah Jazz,0.463,3941,7801,2900,6492,44.7,610,1781,34.3,1391,1929,72.1,2014-15,0.27433764633394947,0.23458530957569543
290,Miami Heat,0.451,3946,7764,2885,6330,45.6,556,1659,33.5,1438,1940,74.1,2014-15,0.262085308056872,0.21483771251931993
291,Charlotte Hornets,0.402,3981,7721,2913,6932,42.0,498,1566,31.8,1397,1867,74.8,2014-15,0.22590882862088862,0.1934982515218236
292,Detroit Pistons,0.39,3966,8077,3041,7038,43.2,703,2043,34.4,1292,1838,70.3,2014-15,0.29028132992327366,0.2611117989352482
293,Denver Nuggets,0.366,3976,8320,3099,7158,43.3,660,2032,32.5,1462,1991,73.4,2014-15,0.2838781782620844,0.23798076923076922
294,Sacramento Kings,0.354,3971,8310,3010,6617,45.5,461,1350,34.1,1829,2400,76.2,2014-15,0.20401994861719813,0.1664259927797834
295,Orlando Magic,0.305,3951,7847,3076,6792,45.3,554,1598,34.7,1141,1565,72.9,2014-15,0.23527679623085984,0.21180068816108066
296,Los Angeles Lakers,0.256,3986,8073,3054,7020,43.5,532,1546,34.4,1433,1935,74.1,2014-15,0.22022792022792023,0.19769602378298032
297,Philadelphia 76ers,0.22,3961,7542,2765,6777,40.8,692,2160,32.0,1320,1953,67.6,2014-15,0.3187250996015936,0.2752585521081941
298,New York Knicks,0.207,3971,7535,2882,6726,42.8,560,1614,34.7,1211,1575,76.9,2014-15,0.23996431757359502,0.22295952222959523
299,Minnesota Timberwolves,0.195,3961,8016,2986,6820,43.8,406,1223,33.2,1638,2110,77.6,2014-15,0.17932551319648093,0.15194610778443113
300,San Antonio Spurs,0.756,3951,8639,3326,6844,48.6,698,1757,39.7,1289,1642,78.5,2013-14,0.25672121566335476,0.2423891654126635
301,Oklahoma City Thunder,0.72,3961,8705,3194,6782,47.1,664,1839,36.1,1653,2052,80.6,2013-14,0.27115895016219405,0.22883400344629523
302,Los Angeles Clippers,0.695,3951,8850,3208,6761,47.4,693,1966,35.2,1741,2384,73.0,2013-14,0.29078538677710397,0.23491525423728812
303,Indiana Pacers,0.683,3956,7933,2949,6573,44.9,550,1542,35.7,1485,1907,77.9,2013-14,0.2345960748516659,0.20799193243413588
304,Houston Rockets,0.659,3966,8829,3118,6603,47.2,779,2179,35.8,1814,2549,71.2,2013-14,0.3300015144631228,0.26469588854909953
305,Miami Heat,0.659,3976,8380,3142,6272,50.1,665,1829,36.4,1431,1884,76.0,2013-14,0.29161352040816324,0.23806682577565633
306,Portland Trail Blazers,0.659,3971,8753,3207,7134,45.0,770,2071,37.2,1569,1926,81.5,2013-14,0.2902999719652369,0.2639095167371187
307,Golden State Warriors,0.622,3966,8549,3236,7005,46.2,774,2037,38.0,1303,1731,75.3,2013-14,0.2907922912205567,0.2716107147034741
308,Memphis Grizzlies,0.61,3961,7884,3122,6723,46.4,405,1147,35.3,1235,1666,74.1,2013-14,0.17060835936337945,0.1541095890410959
309,Dallas Mavericks,0.598,3966,8597,3249,6858,47.4,721,1877,38.4,1378,1733,79.5,2013-14,0.273694954797317,0.2515993951378388
310,Chicago Bulls,0.585,3986,7680,2843,6577,43.2,508,1459,34.8,1486,1908,77.9,2013-14,0.2218336627641782,0.1984375
311,Phoenix Suns,0.585,3951,8629,3172,6845,46.3,765,2055,37.2,1520,2004,75.8,2013-14,0.3002191380569759,0.2659636110789199
312,Toronto Raptors,0.585,3991,8305,2992,6718,44.5,713,1917,37.2,1608,2055,78.2,2013-14,0.28535278356653765,0.2575556893437688
313,Brooklyn Nets,0.537,3976,8079,2931,6391,45.9,709,1922,36.9,1508,2002,75.3,2013-14,0.3007354091691441,0.26327515781656147
314,Washington Wizards,0.537,4011,8254,3177,6920,45.9,647,1704,38.0,1253,1715,73.1,2013-14,0.24624277456647398,0.2351587109280349
315,Charlotte Bobcats,0.524,3981,7942,2976,6730,44.2,516,1471,35.1,1474,2000,73.7,2013-14,0.2185735512630015,0.19491312012087636
316,Minnesota Timberwolves,0.488,3971,8768,3189,7175,44.4,600,1757,34.1,1790,2301,77.8,2013-14,0.2448780487804878,0.20529197080291972
317,Atlanta Hawks,0.463,3966,8282,3061,6688,45.8,768,2116,36.3,1392,1782,78.1,2013-14,0.31638755980861244,0.2781936730258392
318,New York Knicks,0.451,3971,8084,3027,6739,44.9,759,2038,37.2,1271,1670,76.1,2013-14,0.3024187564920611,0.28166749134092034
319,Denver Nuggets,0.439,3951,8559,3147,7042,44.7,702,1959,35.8,1563,2154,72.6,2013-14,0.27818801476853167,0.24605678233438485
320,New Orleans Pelicans,0.415,3971,8177,3101,6761,45.9,486,1303,37.3,1489,1936,76.9,2013-14,0.1927229699748558,0.1783050018344136
321,Cleveland Cavaliers,0.402,3986,8054,3036,6955,43.7,584,1640,35.6,1398,1861,75.1,2013-14,0.2358015815959741,0.21753166128631735
322,Detroit Pistons,0.354,3956,8286,3182,7124,44.7,507,1580,32.1,1415,2111,67.0,2013-14,0.22178551375631667,0.18356263577118032
323,Sacramento Kings,0.341,3966,8241,3026,6766,44.7,491,1475,33.3,1698,2237,75.9,2013-14,0.2180017735737511,0.17874044412085913
324,Los Angeles Lakers,0.329,3941,8442,3139,6980,45.0,774,2032,38.1,1390,1835,75.7,2013-14,0.29111747851002867,0.27505330490405117
325,Boston Celtics,0.305,3946,7892,2996,6883,43.5,575,1729,33.3,1325,1706,77.7,2013-14,0.2511986052593346,0.21857577293461733
326,Utah Jazz,0.305,3956,7791,2951,6652,44.4,543,1577,34.4,1346,1803,74.7,2013-14,0.23707155742633795,0.209087408548325
327,Orlando Magic,0.28,3991,7914,3022,6784,44.5,563,1596,35.3,1307,1714,76.3,2013-14,0.23525943396226415,0.21341925701288855
328,Philadelphia 76ers,0.232,3971,8155,3108,7150,43.5,577,1847,31.2,1362,1918,71.0,2013-14,0.2583216783216783,0.2122624156958921
329,Milwaukee Bucks,0.183,3976,7829,2952,6737,43.8,548,1553,35.3,1377,1843,74.7,2013-14,0.23051803473356094,0.20998850427896282
330,Miami Heat,0.805,3976,8436,3148,6348,49.6,717,1809,39.6,1423,1887,75.4,2012-13,0.28497164461247637,0.2549786628733997
331,Oklahoma City Thunder,0.732,3966,8669,3126,6504,48.1,598,1588,37.7,1819,2196,82.8,2012-13,0.24415744157441574,0.20694428423116853
332,San Antonio Spurs,0.707,3976,8448,3210,6675,48.1,663,1764,37.6,1365,1725,79.1,2012-13,0.2642696629213483,0.2354403409090909
333,Denver Nuggets,0.695,3981,8704,3339,6983,47.8,521,1518,34.3,1505,2148,70.1,2012-13,0.2173850780466848,0.17957261029411764
334,Los Angeles Clippers,0.683,3946,8289,3160,6608,47.8,627,1752,35.8,1342,1888,71.1,2012-13,0.2651331719128329,0.2269272529858849
335,Memphis Grizzlies,0.683,3961,7659,2964,6679,44.4,382,1107,34.5,1349,1746,77.3,2012-13,0.16574337475670012,0.14962788875832353
336,New York Knicks,0.659,3946,8196,2996,6689,44.8,891,2371,37.6,1313,1729,75.9,2012-13,0.35446255045597247,0.3261346998535871
337,Indiana Pacers,0.605,3918,7674,2845,6525,43.6,555,1599,34.7,1429,1915,74.6,2012-13,0.2450574712643678,0.21696637998436277
338,Brooklyn Nets,0.598,3971,7944,2942,6544,45.0,628,1760,35.7,1432,1958,73.1,2012-13,0.26894865525672373,0.23716012084592145
339,Golden State Warriors,0.573,3961,8296,3130,6840,45.8,658,1632,40.3,1378,1744,79.0,2012-13,0.23859649122807017,0.2379459980713597
340,Chicago Bulls,0.549,3966,7641,2926,6698,43.7,446,1265,35.3,1343,1738,77.3,2012-13,0.18886234696924456,0.1751079701609737
341,Houston Rockets,0.549,3956,8688,3124,6782,46.1,867,2369,36.6,1573,2087,75.4,2012-13,0.3493069890887644,0.29937845303867405
342,Los Angeles Lakers,0.549,3951,8381,3041,6640,45.8,715,2015,35.5,1584,2289,69.2,2012-13,0.30346385542168675,0.2559360458179215
343,Atlanta Hawks,0.537,3971,8032,3084,6644,46.4,706,1901,37.1,1158,1619,71.5,2012-13,0.2861228175797712,0.26369521912350596
344,Utah Jazz,0.524,3976,8038,3046,6710,45.4,507,1385,36.6,1439,1883,76.4,2012-13,0.20640834575260805,0.18922617566558844
345,Boston Celtics,0.506,3968,7818,3001,6459,46.5,498,1390,35.8,1318,1698,77.6,2012-13,0.21520359188728905,0.1910974673829624
346,Dallas Mavericks,0.5,3996,8293,3182,6892,46.2,606,1628,37.2,1323,1669,79.3,2012-13,0.23621590249564714,0.2192210297841553
347,Milwaukee Bucks,0.463,3966,8108,3128,7197,43.5,601,1670,36.0,1251,1700,73.6,2012-13,0.23204112824788106,0.2223729649728663
348,Philadelphia 76ers,0.415,3951,7640,3059,6895,44.4,518,1438,36.0,1004,1377,72.9,2012-13,0.20855692530819434,0.20340314136125653
349,Toronto Raptors,0.415,3996,7971,2979,6685,44.6,571,1665,34.3,1442,1831,78.8,2012-13,0.24906507105459985,0.2149040270982311
350,Portland Trail Blazers,0.402,3971,7995,3009,6715,44.8,673,1904,35.3,1304,1680,77.6,2012-13,0.28354430379746837,0.2525328330206379
351,Minnesota Timberwolves,0.378,3946,7851,2943,6702,43.9,450,1475,30.5,1515,2042,74.2,2012-13,0.22008355714712027,0.17195261750095528
352,Detroit Pistons,0.354,3961,7778,2979,6638,44.9,513,1440,35.6,1307,1870,69.9,2012-13,0.216932811087677,0.1978657752635639
353,Washington Wizards,0.354,3971,7644,2910,6693,43.5,545,1495,36.5,1279,1746,73.3,2012-13,0.22336769759450173,0.21389324960753534
354,Sacramento Kings,0.341,3966,8219,3086,6904,44.7,610,1681,36.3,1437,1869,76.9,2012-13,0.24348203939745075,0.2226548241878574
355,New Orleans Hornets,0.329,3956,7714,2955,6589,44.8,535,1474,36.3,1269,1636,77.6,2012-13,0.22370617696160267,0.20806326160228156
356,Phoenix Suns,0.305,3961,7805,3061,6917,44.3,480,1455,33.0,1203,1618,74.4,2012-13,0.21035130837068092,0.18449711723254325
357,Cleveland Cavaliers,0.293,3946,7913,2993,6901,43.4,547,1581,34.6,1380,1826,75.6,2012-13,0.22909723228517606,0.2073802603311007
358,Charlotte Bobcats,0.256,3961,7661,2823,6649,42.5,469,1399,33.5,1546,2060,75.0,2012-13,0.21040758008723115,0.1836574859678893
359,Orlando Magic,0.244,3956,7718,3093,6904,44.8,506,1537,32.9,1026,1359,75.5,2012-13,0.22262456546929316,0.19668307851775071
360,Chicago Bulls,0.758,3188,6359,2467,5462,45.2,419,1117,37.5,1006,1394,72.2,2011-12,0.20450384474551447,0.19767259002987891
361,San Antonio Spurs,0.758,3188,6841,2611,5463,47.8,552,1405,39.3,1067,1427,74.8,2011-12,0.2571846970529013,0.2420698728256103
362,Oklahoma City Thunder,0.712,3198,6802,2462,5229,47.1,472,1317,35.8,1406,1744,80.6,2011-12,0.2518646012621916,0.2081740664510438
363,Miami Heat,0.697,3208,6500,2446,5212,46.9,370,1030,35.9,1238,1598,77.5,2011-12,0.19762087490406754,0.17076923076923076
364,Indiana Pacers,0.636,3198,6449,2354,5375,43.8,392,1064,36.8,1349,1724,78.2,2011-12,0.19795348837209303,0.18235385331059079
365,Los Angeles Lakers,0.621,3213,6422,2429,5319,45.7,362,1112,32.6,1202,1589,75.6,2011-12,0.2090618537319045,0.16910619744627842
366,Memphis Grizzlies,0.621,3188,6269,2425,5422,44.7,277,849,32.6,1142,1504,75.9,2011-12,0.1565842862412394,0.1325570266390174
367,Atlanta Hawks,0.606,3233,6375,2429,5348,45.4,492,1330,37.0,1025,1385,74.0,2011-12,0.2486910994764398,0.23152941176470587
368,Los Angeles Clippers,0.606,3193,6438,2439,5366,45.5,514,1441,35.7,1046,1538,68.0,2011-12,0.2685426761088334,0.23951537744641194
369,Boston Celtics,0.591,3188,6062,2341,5086,46.0,363,988,36.7,1017,1308,77.8,2011-12,0.1942587495084546,0.17964368195315078
370,Denver Nuggets,0.576,3208,6872,2572,5404,47.6,435,1311,33.2,1293,1760,73.5,2011-12,0.24259807549962992,0.1899010477299185
371,Orlando Magic,0.561,3193,6215,2275,5162,44.1,670,1785,37.5,995,1508,66.0,2011-12,0.34579620302208447,0.3234111021721641
372,Dallas Mavericks,0.545,3213,6322,2398,5412,44.3,497,1464,33.9,1029,1334,77.1,2011-12,0.270509977827051,0.2358430876304967
373,New York Knicks,0.545,3188,6458,2365,5335,44.3,517,1538,33.6,1211,1634,74.1,2011-12,0.2882849109653233,0.24016723443790647
374,Utah Jazz,0.545,3233,6577,2523,5531,45.6,273,845,32.3,1258,1668,75.4,2011-12,0.15277526667871993,0.12452485935837007
375,Philadelphia 76ers,0.53,3183,6180,2471,5516,44.8,349,963,36.2,889,1198,74.2,2011-12,0.17458303118201596,0.16941747572815535
376,Houston Rockets,0.515,3213,6474,2489,5543,44.9,478,1330,35.9,1018,1301,78.2,2011-12,0.23994226952913586,0.22150139017608897
377,Phoenix Suns,0.5,3168,6492,2495,5445,45.8,444,1295,34.3,1058,1397,75.7,2011-12,0.23783287419651056,0.20517560073937152
378,Milwaukee Bucks,0.47,3173,6535,2502,5652,44.3,436,1265,34.5,1095,1415,77.4,2011-12,0.2238145789101203,0.2001530221882173
379,Portland Trail Blazers,0.424,3193,6415,2402,5417,44.3,478,1382,34.6,1133,1423,79.6,2011-12,0.25512276167620457,0.22353858144972721
380,Minnesota Timberwolves,0.394,3188,6464,2355,5434,43.3,473,1423,33.2,1281,1662,77.1,2011-12,0.2618697092381303,0.21952351485148514
381,Detroit Pistons,0.379,3193,5997,2291,5232,43.8,317,916,34.6,1098,1461,75.2,2011-12,0.17507645259938837,0.1585792896448224
382,Golden State Warriors,0.348,3183,6453,2489,5443,45.7,524,1351,38.8,951,1235,77.0,2011-12,0.24820870843284953,0.24360762436076244
383,Toronto Raptors,0.348,3193,5986,2268,5154,44.0,365,1075,34.0,1085,1410,77.0,2011-12,0.20857586340706247,0.18292682926829268
384,New Jersey Nets,0.333,3178,6144,2262,5320,42.5,507,1481,34.2,1113,1433,77.7,2011-12,0.27838345864661657,0.24755859375
385,Sacramento Kings,0.333,3183,6518,2490,5712,43.6,411,1301,31.6,1127,1532,73.6,2011-12,0.22776610644257703,0.18916845658177356
386,Cleveland Cavaliers,0.318,3193,6140,2261,5360,42.2,440,1273,34.6,1178,1645,71.6,2011-12,0.2375,0.21498371335504887
387,New Orleans Hornets,0.318,3188,5916,2300,5103,45.1,259,777,33.3,1057,1397,75.7,2011-12,0.1522633744855967,0.13133874239350912
388,Washington Wizards,0.303,3173,6180,2414,5475,44.1,344,1075,32.0,1008,1386,72.7,2011-12,0.1963470319634703,0.1669902912621359
389,Charlotte Bobcats,0.106,3178,5739,2193,5293,41.4,263,892,29.5,1090,1462,74.6,2011-12,0.16852446627621387,0.1374803972817564
390,Chicago Bulls,0.756,3966,8087,3042,6587,46.2,511,1415,36.1,1492,2008,74.3,2010-11,0.21481706391376953,0.1895634969704464
391,San Antonio Spurs,0.744,3956,8502,3148,6628,47.5,685,1727,39.7,1521,1984,76.7,2010-11,0.2605612552806276,0.24170783345095273
392,Miami Heat,0.707,3956,8369,3031,6301,48.1,547,1479,37.0,1760,2288,76.9,2010-11,0.2347246468814474,0.1960807742860557
393,Dallas Mavericks,0.695,3941,8220,3069,6463,47.5,645,1768,36.5,1437,1850,77.7,2010-11,0.2735571715921399,0.2354014598540146
394,Los Angeles Lakers,0.695,3966,8321,3128,6757,46.3,524,1487,35.2,1541,1979,77.9,2010-11,0.22006807754920824,0.18891960100949406
